MoviePersonID(Integer),FirstName(String),LastName(String),CrewTitleID(Integer),MovieID(Integer),Title(String),YearReleased(Integer),Quantity(Integer)
1948,Faye,Dunaway,1,246,The Towering Inferno ,1974,17
1095,Stephen,Dunham,1,128,The Mummy ,1999,18
343,Nora,Dunn,1,39,Bruce Almighty ,2003,15
1443,Kevin,Dunn,1,172,Godzilla ,1998,23
1826,Liam,Dunn,1,230,Blazing Saddles ,1974,31
57,Kirsten,Dunst,1,6,Spider-Man ,2002,23
57,Kirsten,Dunst,1,9,Spider-Man 2 ,2004,10
57,Kirsten,Dunst,1,298,Interview with the Vampire: The Vampire Chronicles ,1994,16
57,Kirsten,Dunst,1,337,Jumanji ,1995,27
1894,Starletta,DuPois,1,239,Big Momma's House ,2000,14
804,Charles,Durning,1,91,Tootsie ,1982,31
804,Charles,Durning,1,121,The Sting ,1973,25
2351,Ann,Dusenberry,1,308,Jaws 2 ,1978,15
1201,Eliza,Dushku,1,141,True Lies ,1994,26
2407,James,Duval,1,317,Gone in Sixty Seconds ,2000,32
1333,Robert,Duvall,1,157,Deep Impact ,1998,28
1333,Robert,Duvall,1,176,The Godfather ,1972,17
1333,Robert,Duvall,1,300,Phenomenon ,1996,26
2097,Clea,DuVall,1,270,The Grudge ,2004,31
762,Dale,Dye,1,86,Mission: Impossible ,1996,29
1882,George,Dzundza,1,238,Basic Instinct ,1992,33
1816,Reg,E. Cathey,1,228,The Mask ,1994,36
1816,Reg,E. Cathey,1,244,S.W.A.T. ,2003,21
1032,Doug,E. Doug,1,119,Shark Tale ,2004,26
1969,Pat,E. Johnson,1,249,"The Karate Kid, Part II ",1986,18
1420,Samuel,E. Wright,1,168,Dinosaur ,2000,28
1645,Michael,Ealy,1,200,2 Fast 2 Furious ,2003,13
823,W.,Earl Brown,1,93,There's Something About Mary ,1998,23
823,W.,Earl Brown,1,307,Scream ,1996,17
22,James,Earl Jones,1,2,Star Wars ,1977,15
22,James,Earl Jones,1,15,The Lion King ,1994,28
22,James,Earl Jones,1,19,Star Wars: Episode VI - Return of the Jedi ,1983,6
22,James,Earl Jones,1,195,Coming to America ,1988,36
22,James,Earl Jones,1,224,The Hunt for Red October ,1990,36
985,Steve,Eastin,1,113,Catch Me If You Can ,2002,22
947,Jayne,Eastwood,1,108,Chicago ,2002,35
2252,Clint,Eastwood,1,294,Every Which Way But Loose ,1978,13
2252,Clint,Eastwood,1,313,In the Line of Fire ,1993,8
2252,Clint,Eastwood,1,324,Unforgiven ,1992,25
2252,Clint,Eastwood,1,334,Million Dollar Baby ,2004,23
623,Robert,Eddison,1,69,Indiana Jones and the Last Crusade ,1989,29
2318,Lisa,Edelstein,1,303,Daddy Day Care ,2003,38
1412,Richard,Edson,1,167,Platoon ,1986,16
1412,Richard,Edson,1,215,"Good Morning, Vietnam ",1987,39
157,Megan,Edwards,1,17,The Lord of the Rings: The Fellowship of the Ring ,2001,21
810,Anthony,Edwards,1,92,Top Gun ,1986,34
2115,Paddi,Edwards,1,272,The Little Mermaid ,1989,38
388,Lisa,Eilbacher,1,44,Beverly Hills Cop ,1984,22
388,Lisa,Eilbacher,1,189,An Officer and a Gentleman ,1982,6
1049,Dana,Elcar,1,121,The Sting ,1973,25
1336,Ron,Eldard,1,157,Deep Impact ,1998,28
1336,Ron,Eldard,1,277,Black Hawk Down ,2001,16
2330,Stig,Eldred,1,305,Dick Tracy ,1990,22
1069,Carmen,Electra,1,125,Scary Movie ,2000,20
2453,Laura,Elena Surillo,1,327,Contact ,1997,25
368,Christina,Eleusiniotis,1,42,My Big Fat Greek Wedding ,2002,16
859,Josh,Eli,1,97,The Polar Express ,2004,18
861,Maureen,Elisabeth Shay,1,98,Home Alone 2: Lost in New York ,1992,33
1215,Shannon,Elizabeth,1,143,American Pie 2 ,2001,24
1215,Shannon,Elizabeth,1,316,American Pie ,1999,18
727,Mary,Elizabeth Mastrantonio,1,82,The Perfect Storm ,2000,31
727,Mary,Elizabeth Mastrantonio,1,111,Robin Hood: Prince of Thieves ,1991,16
788,Hector,Elizondo,1,89,Pretty Woman ,1990,15
788,Hector,Elizondo,1,135,Runaway Bride ,1999,29
788,Hector,Elizondo,1,280,The Princess Diaries ,2001,19
350,Denholm,Elliott,1,40,Raiders of the Lost Ark ,1981,23
350,Denholm,Elliott,1,69,Indiana Jones and the Last Crusade ,1989,29
393,Stephen,Elliott,1,44,Beverly Hills Cop ,1984,22
820,Chris,Elliott,1,93,There's Something About Mary ,1998,23
820,Chris,Elliott,1,216,Nutty Professor II: The Klumps ,2000,32
1508,Sam,Elliott,1,182,Hulk ,2003,5
1916,Brennan,Elliott,1,242,Double Jeopardy ,1999,1
905,Max,Elliott Slade,1,103,Apollo 13 ,1995,4
356,Cary,Elwes,1,41,Twister ,1996,36
356,Cary,Elwes,1,83,Liar Liar ,1997,39
1631,Ethan,Embry,1,198,Sweet Home Alabama ,2002,30
1680,Noah,Emmerich,1,206,The Truman Show ,1998,14
1655,M.,Emmet Walsh,1,202,My Best Friend's Wedding ,1997,41
1655,M.,Emmet Walsh,1,254,Wild Wild West ,1999,21
2004,Sofia,Eng,1,254,Wild Wild West ,1999,21
2106,Marny,Eng,1,271,Scary Movie 3 ,2003,22
1799,Michael,Ensign,1,226,Seabiscuit ,2003,33
565,S.,Epatha Merkerson,1,63,Terminator 2: Judgment Day ,1991,11
2217,Pierre,Epstein,1,289,Indecent Proposal ,1993,23
1913,Ed,Evanko,1,242,Double Jeopardy ,1999,1
819,Lee,Evans,1,93,There's Something About Mary ,1998,23
1099,Chris,Evans,1,129,Fantastic Four ,2005,7
1901,Art,Evans,1,240,Die Hard 2 ,1990,35
30,Rupert,Everett,1,3,Shrek 2 ,2004,45
30,Rupert,Everett,1,202,My Best Friend's Wedding ,1997,41
898,Tom,Everett,1,102,Air Force One ,1997,31
898,Tom,Everett,1,154,xXx ,2002,23
919,Rex,Everhart,1,105,Beauty and the Beast ,1991,24
2161,Maynard,Eziashi,1,279,Ace Ventura: When Nature Calls ,1995,15
2224,Clarice,F. Geigerman,1,290,Driving Miss Daisy ,1989,24
2496,Brian,F. O'Byrne,1,334,Million Dollar Baby ,2004,23
523,Thomas,F. Wilson,1,58,Back to the Future ,1985,30
523,Thomas,F. Wilson,1,236,Back to the Future Part II ,1989,22
973,Frankie,Faison,1,112,Hannibal ,2001,24
973,Frankie,Faison,1,185,The Silence of the Lambs ,1991,23
973,Frankie,Faison,1,195,Coming to America ,1988,36
1963,Donald,Faison,1,248,Remember the Titans ,2000,33
316,Siobhan,Fallon,1,36,Men in Black ,1997,40
316,Siobhan,Fallon,1,303,Daddy Day Care ,2003,38
1165,Mark,Famiglietti,1,137,Terminator 3: Rise of the Machines ,2003,11
396,Dakota,Fanning,1,45,War of the Worlds ,2005,13
396,Dakota,Fanning,1,333,The Cat in the Hat ,2003,20
1077,Anna,Faris,1,125,Scary Movie ,2000,20
1077,Anna,Faris,1,271,Scary Movie 3 ,2003,22
1928,Colin,Farrell,1,244,S.W.A.T. ,2003,21
1928,Colin,Farrell,1,312,Daredevil ,2003,31
863,Jon,Favreau,1,157,Deep Impact ,1998,28
863,Jon,Favreau,1,211,Something's Gotta Give ,2003,34
863,Jon,Favreau,1,312,Daredevil ,2003,31
585,Oded,Fehr,1,65,The Mummy Returns ,2001,24
585,Oded,Fehr,1,128,The Mummy ,1999,18
1177,Corey,Feldman,1,138,Gremlins ,1984,8
2311,Norman,Fell,1,301,The Graduate ,1967,26
1278,Verna,Felton,1,150,The Jungle Book ,1967,30
950,Colm,Feore,1,108,Chicago ,2002,35
950,Colm,Feore,1,261,Face/Off ,1997,36
2196,Lynn,Ferguson,1,286,Chicken Run ,2000,13
2132,Juan,Fernández,1,274,Crocodile' Dundee II ,1988,30
864,Will,Ferrell,1,99,Elf ,2003,31
1677,Conchata,Ferrell,1,205,Mr. Deeds ,2002,15
1677,Conchata,Ferrell,1,207,Erin Brockovich ,2000,13
1788,Miguel,Ferrer,1,225,Mulan ,1998,24
101,Martin,Ferrero,1,11,Jurassic Park ,1993,20
321,Pam,Ferris,1,37,Harry Potter and the Prisoner of Azkaban ,2004,22
717,Mark,Feuerstein,1,81,What Women Want ,2000,8
596,William,Fichtner,1,66,Armageddon ,1998,9
596,William,Fichtner,1,82,The Perfect Storm ,2000,31
596,William,Fichtner,1,277,Black Hawk Down ,2001,16
596,William,Fichtner,1,327,Contact ,1997,25
127,Sally,Field,1,14,Forrest Gump ,1994,27
127,Sally,Field,1,50,Mrs. Doubtfire ,1993,27
127,Sally,Field,1,203,Smokey and the Bandit ,1977,13
363,Todd,Field,1,41,Twister ,1996,36
1446,Arabella,Field,1,172,Godzilla ,1998,23
2436,Ralph,Fiennes,1,323,The Prince of Egypt ,1998,31
2511,Joseph,Fiennes,1,336,Shakespeare in Love ,1998,44
442,Harvey,Fierstein,1,50,Mrs. Doubtfire ,1993,27
442,Harvey,Fierstein,1,225,Mulan ,1998,24
287,Jonathan,Filley,1,33,Jaws ,1975,17
881,Stewart,Finlay-McLennan,1,100,National Treasure ,2004,20
1690,Albert,Finney,1,207,Erin Brockovich ,2000,13
312,Linda,Fiorentino,1,36,Men in Black ,1997,40
1784,Peter,Firth,1,224,The Hunt for Red October ,1990,36
1814,Nancy,Fish,1,228,The Mask ,1994,36
1814,Nancy,Fish,1,319,Sleeping with the Enemy ,1991,16
907,Laurence,Fishburne,1,104,The Matrix ,1999,28
6,Frances,Fisher,1,1,Titanic ,1997,32
6,Frances,Fisher,1,324,Unforgiven ,1992,25
15,Carrie,Fisher,1,2,Star Wars ,1977,15
15,Carrie,Fisher,1,19,Star Wars: Episode VI - Return of the Jedi ,1983,6
15,Carrie,Fisher,1,24,Star Wars: Episode V - The Empire Strikes Back ,1980,19
532,Isla,Fisher,1,59,Wedding Crashers ,2005,15
532,Isla,Fisher,1,133,Scooby-Doo ,2002,26
193,Glenn,Fitzgerald,1,22,The Sixth Sense ,1999,25
428,Lanny,Flaherty,1,48,Signs ,2002,15
1108,Charles,Fleischer,1,130,Who Framed Roger Rabbit ,1988,33
2044,Louise,Fletcher,1,262,One Flew Over the Cuckoo's Nest ,1975,33
1735,Calista,Flockhart,1,214,The Birdcage ,1996,22
1552,Dann,Florek,1,187,The Flintstones ,1994,31
707,Carol,Florence,1,80,Ocean's Eleven ,2001,36
2170,Patrick,Flueger,1,280,The Princess Diaries ,2001,19
636,Lara,Flynn Boyle,1,72,Men in Black II ,2002,27
636,Lara,Flynn Boyle,1,220,Wayne's World ,1992,27
1789,Freda,Foh Shen,1,225,Mulan ,1998,24
469,Macka,Foley,1,52,Ghost ,1990,15
1012,Dave,Foley,1,117,A Bug's Life ,1998,22
1083,Ellen,Foley,1,126,Fatal Attraction ,1987,31
1848,Henry,Fonda,1,233,On Golden Pond ,1981,24
1849,Jane,Fonda,1,233,On Golden Pond ,1981,24
1849,Jane,Fonda,1,306,Nine to Five ,1980,29
1790,June,Foray,1,225,Mulan ,1998,24
14,Harrison,Ford,1,2,Star Wars ,1977,15
14,Harrison,Ford,1,19,Star Wars: Episode VI - Return of the Jedi ,1983,6
14,Harrison,Ford,1,24,Star Wars: Episode V - The Empire Strikes Back ,1980,19
14,Harrison,Ford,1,40,Raiders of the Lost Ark ,1981,23
14,Harrison,Ford,1,69,Indiana Jones and the Last Crusade ,1989,29
14,Harrison,Ford,1,79,The Fugitive ,1993,16
14,Harrison,Ford,1,88,Indiana Jones and the Temple of Doom ,1984,24
14,Harrison,Ford,1,102,Air Force One ,1997,31
14,Harrison,Ford,1,127,What Lies Beneath ,2000,23
14,Harrison,Ford,1,218,Clear and Present Danger ,1994,9
1481,Glenn,Ford,1,177,Superman ,1978,26
2021,Faith,Ford,1,257,The Pacifier ,2005,13
51,Oliver,Ford Davies,1,5,Star Wars: Episode I - The Phantom Menace ,1999,22
1457,David,Forman,1,174,Teenage Mutant Ninja Turtles ,1990,32
1486,William,Forsythe,1,178,The Rock ,1996,14
1486,William,Forsythe,1,305,Dick Tracy ,1990,22
1711,John,Forsythe,1,210,Charlie's Angels ,2000,23
910,Gloria,Foster,1,104,The Matrix ,1999,28
1532,Jodie,Foster,1,185,The Silence of the Lambs ,1991,23
1532,Jodie,Foster,1,318,Maverick ,1994,9
1532,Jodie,Foster,1,327,Contact ,1997,25
543,James,Fox,1,60,Charlie and the Chocolate Factory ,2005,5
1094,Bernard,Fox,1,128,The Mummy ,1999,18
2156,Huckleberry,Fox,1,278,Terms of Endearment ,1983,14
2542,Jamie,Foxx,1,342,Collateral ,2004,26
58,James,Franco,1,6,Spider-Man ,2002,23
58,James,Franco,1,9,Spider-Man 2 ,2004,10
1900,Dennis,Franz,1,240,Die Hard 2 ,1990,35
581,Brendan,Fraser,1,65,The Mummy Returns ,2001,24
581,Brendan,Fraser,1,128,The Mummy ,1999,18
581,Brendan,Fraser,1,299,George of the Jungle ,1997,22
1439,Hugh,Fraser,1,171,101 Dalmatians ,1996,15
337,Morgan,Freeman,1,39,Bruce Almighty ,2003,15
337,Morgan,Freeman,1,111,Robin Hood: Prince of Thieves ,1991,16
337,Morgan,Freeman,1,157,Deep Impact ,1998,28
337,Morgan,Freeman,1,237,The Sum of All Fears ,2002,12
337,Morgan,Freeman,1,290,Driving Miss Daisy ,1989,24
337,Morgan,Freeman,1,324,Unforgiven ,1992,25
337,Morgan,Freeman,1,334,Million Dollar Baby ,2004,23
337,Morgan,Freeman,1,338,Se7en ,1995,34
347,Paul,Freeman,1,40,Raiders of the Lost Ark ,1981,23
474,Jonathan,Freeman,1,53,Aladdin ,1992,56
2355,Susan,French,1,308,Jaws 2 ,1978,15
1539,Matt,Frewer,1,186,"Honey, I Shrunk the Kids ",1989,17
2148,Brenda,Fricker,1,276,A Time to Kill ,1996,17
1748,Ian,Fried,1,217,Rocky III ,1982,34
1583,Lindsay,Frost,1,192,The Ring ,2002,16
1941,Roger,Frost,1,245,Notting Hill ,1999,21
40,Sean,Frye,1,4,E.T. the Extra-Terrestrial ,1982,19
265,Eli,Fucile,1,31,The Incredibles ,2004,21
1491,Kurt,Fuller,1,179,Anger Management ,2003,10
1491,Kurt,Fuller,1,220,Wayne's World ,1992,27
561,Edward,Furlong,1,63,Terminator 2: Judgment Day ,1991,11
1298,Stephen,Furst,1,152,Animal House ,1978,32
1829,George,Furth,1,230,Blazing Saddles ,1974,31
1829,George,Furth,1,314,Butch Cassidy and the Sundance Kid ,1969,27
1734,Dan,Futterman,1,214,The Birdcage ,1996,22
130,Harold,G. Herthum,1,14,Forrest Gump ,1994,27
1726,Russell,G. Jones,1,212,Traffic ,2000,20
599,Clark,Gable,1,67,Gone with the Wind ,1939,28
1633,Courtney,Gains,1,198,Sweet Home Alabama ,2002,30
708,Lori,Galinski,1,80,Ocean's Eleven ,2001,36
1560,Peter,Gallagher,1,188,American Beauty ,1999,23
1560,Peter,Gallagher,1,205,Mr. Deeds ,2002,15
1179,Zach,Galligan,1,138,Gremlins ,1984,8
839,Tom,Gallop,1,95,The Bourne Supremacy ,2004,18
1906,Jimmy,Gambina,1,241,Rocky ,1976,15
2446,Michael,Gambon,1,326,Sleepy Hollow ,1999,11
2274,Tony,Ganios,1,296,Porky's ,1982,9
1741,Richard,Gant,1,216,Nutty Professor II: The Klumps ,2000,32
710,Mark,Gantt,1,80,Ocean's Eleven ,2001,36
1615,Xian,Gao,1,196,Wo hu cang long ,2000,12
2085,Gloria,Garayua,1,268,Fun with Dick and Jane ,2005,5
11,Victor,Garber,1,1,Titanic ,1997,32
11,Victor,Garber,1,204,Sleepless in Seattle ,1993,29
11,Victor,Garber,1,297,The First Wives Club ,1996,16
2400,Matthew,Garber,1,315,Mary Poppins ,1964,33
1701,Andy,Garcia,1,208,Ocean's Twelve ,2004,30
326,Jimmy,Gardner,1,37,Harry Potter and the Prisoner of Azkaban ,2004,22
1117,Allen,Garfield,1,131,Beverly Hills Cop II ,1987,38
1853,Troy,Garity,1,233,On Golden Pond ,1981,24
2315,Jeff,Garlin,1,303,Daddy Day Care ,2003,38
2377,Jennifer,Garner,1,312,Daredevil ,2003,31
2409,James,Garner,1,318,Maverick ,1994,9
802,Teri,Garr,1,91,Tootsie ,1982,31
802,Teri,Garr,1,193,Close Encounters of the Third Kind ,1977,27
802,Teri,Garr,1,199,Dumb & Dumber ,1994,20
116,Brad,Garrett,1,13,Finding Nemo ,2003,21
116,Brad,Garrett,1,257,The Pacifier ,2005,13
1672,Barbara,Garrick,1,204,Sleepless in Seattle ,1993,29
282,Lorraine,Gary,1,33,Jaws ,1975,17
282,Lorraine,Gary,1,308,Jaws 2 ,1978,15
854,Nona,Gaye,1,97,The Polar Express ,2004,18
805,George,Gaynes,1,91,Tootsie ,1982,31
963,Phyllis,George,1,110,Meet the Parents ,2000,22
1859,Richard,Gephardt,1,234,Fahrenheit 9/11 ,2004,13
2419,Marita,Geraghty,1,319,Sleeping with the Enemy ,1991,16
780,Richard,Gere,1,89,Pretty Woman ,1990,15
780,Richard,Gere,1,135,Runaway Bride ,1999,29
780,Richard,Gere,1,189,An Officer and a Gentleman ,1982,6
95,Claudia,Gerini,1,10,The Passion of the Christ ,2004,9
2039,Gina,Gershon,1,261,Face/Off ,1997,36
299,Dan,Gerson,1,34,"Monsters, Inc. ",2001,24
357,Jami,Gertz,1,41,Twister ,1996,36
1159,William,Ghent,1,136,Rambo: First Blood Part II ,1985,40
765,Paul,Giamatti,1,87,Planet of the Apes ,2001,22
765,Paul,Giamatti,1,239,Big Momma's House ,2000,14
974,Giancarlo,Giannini,1,112,Hannibal ,2001,24
293,Mary,Gibbs,1,34,"Monsters, Inc. ",2001,24
85,Mel,Gibson,1,48,Signs ,2002,15
85,Mel,Gibson,1,81,What Women Want ,2000,8
85,Mel,Gibson,1,140,Lethal Weapon 2 ,1989,24
85,Mel,Gibson,1,146,Lethal Weapon 3 ,1992,33
85,Mel,Gibson,1,151,Pocahontas ,1995,23
85,Mel,Gibson,1,170,Ransom ,1996,26
85,Mel,Gibson,1,190,Lethal Weapon 4 ,1998,18
85,Mel,Gibson,1,256,The Patriot ,2000,19
85,Mel,Gibson,1,286,Chicken Run ,2000,13
85,Mel,Gibson,1,318,Maverick ,1994,9
1640,Tyrese,Gibson,1,200,2 Fast 2 Furious ,2003,13
677,Billy,Gilbert,1,76,Snow White and the Seven Dwarfs ,1937,12
1260,Steven,Gilborn,1,148,Doctor Dolittle ,1998,23
850,Terry,Gill,1,96,Crocodile Dundee ,1986,16
1694,Jack,Gill,1,207,Erin Brockovich ,2000,13
1024,Larry,Gilliard Jr.,1,118,The Waterboy ,1998,14
83,Daniel,Gillies,1,9,Spider-Man 2 ,2004,10
1914,Annabeth,Gish,1,242,Double Jeopardy ,1999,1
1664,Jackie,Gleason,1,203,Smokey and the Bandit ,1977,13
496,Brendan,Gleeson,1,55,Mission: Impossible II ,2000,20
496,Brendan,Gleeson,1,180,Troy ,2004,26
496,Brendan,Gleeson,1,253,The Village ,2004,46
1524,Iain,Glen,1,184,Lara Croft: Tomb Raider ,2001,23
1533,Scott,Glenn,1,185,The Silence of the Lambs ,1991,23
1533,Scott,Glenn,1,224,The Hunt for Red October ,1990,36
522,Crispin,Glover,1,58,Back to the Future ,1985,30
522,Crispin,Glover,1,210,Charlie's Angels ,2000,23
522,Crispin,Glover,1,329,Charlie's Angels: Full Throttle ,2003,20
619,Julian,Glover,1,69,Indiana Jones and the Last Crusade ,1989,29
619,Julian,Glover,1,180,Troy ,2004,26
1189,Danny,Glover,1,140,Lethal Weapon 2 ,1989,24
1189,Danny,Glover,1,146,Lethal Weapon 3 ,1992,33
1189,Danny,Glover,1,190,Lethal Weapon 4 ,1998,18
1189,Danny,Glover,1,323,The Prince of Egypt ,1998,31
2187,John,Glover,1,284,Batman & Robin ,1997,22
545,Adam,Godley,1,60,Charlie and the Chocolate Factory ,2005,5
2074,Ray,Godshall Sr.,1,267,The Last Samurai ,2003,26
221,Angela,Goethals,1,26,Home Alone ,1990,28
1771,Walton,Goggins,1,221,The Bourne Identity ,2002,19
462,Whoopi,Goldberg,1,52,Ghost ,1990,15
462,Whoopi,Goldberg,1,161,Sister Act ,1992,30
462,Whoopi,Goldberg,1,331,The Rugrats Movie ,1998,11
484,Adam,Goldberg,1,54,Saving Private Ryan ,1998,12
484,Adam,Goldberg,1,107,A Beautiful Mind ,2001,14
484,Adam,Goldberg,1,295,How to Lose a Guy in 10 Days ,2003,29
1063,Bill,Goldberg,1,123,The Longest Yard ,2005,14
98,Jeff,Goldblum,1,11,Jurassic Park ,1993,20
98,Jeff,Goldblum,1,20,Independence Day ,1996,20
98,Jeff,Goldblum,1,47,The Lost World: Jurassic Park ,1997,35
98,Jeff,Goldblum,1,323,The Prince of Egypt ,1998,31
568,Jenette,Goldstein,1,63,Terminator 2: Judgment Day ,1991,11
463,Tony,Goldwyn,1,52,Ghost ,1990,15
463,Tony,Goldwyn,1,106,Tarzan ,1999,16
463,Tony,Goldwyn,1,267,The Last Samurai ,2003,26
463,Tony,Goldwyn,1,328,The Pelican Brief ,1993,26
884,Valeria,Golino,1,101,Rain Man ,1988,36
400,Rick,Gonzalez,1,45,War of the Worlds ,2005,13
1817,Caroline,Goodall,1,229,Hook ,1991,22
1817,Caroline,Goodall,1,280,The Princess Diaries ,2001,19
611,Cuba,Gooding Jr.,1,68,Pearl Harbor ,2001,29
611,Cuba,Gooding Jr.,1,132,Jerry Maguire ,1996,27
611,Cuba,Gooding Jr.,1,139,As Good as It Gets ,1997,27
291,John,Goodman,1,34,"Monsters, Inc. ",2001,24
291,John,Goodman,1,187,The Flintstones ,1994,31
977,Hazelle,Goodman,1,112,Hannibal ,2001,24
1942,Henry,Goodman,1,245,Notting Hill ,1999,21
1832,Ginnifer,Goodwin,1,231,Walk the Line ,2005,24
1862,Al,Gore,1,234,Fahrenheit 9/11 ,2004,13
1091,Eliott,Goretsky,1,127,What Lies Beneath ,2000,23
1160,Voyo,Goric,1,136,Rambo: First Blood Part II ,1985,40
1567,Louis,Gossett Jr.,1,189,An Officer and a Gentleman ,1982,6
476,Gilbert,Gottfried,1,53,Aladdin ,1992,56
284,Carl,Gottlieb,1,33,Jaws ,1975,17
306,Michael,Gough,1,35,Batman ,1989,18
306,Michael,Gough,1,78,Batman Forever ,1995,23
306,Michael,Gough,1,116,Batman Returns ,1992,36
306,Michael,Gough,1,284,Batman & Robin ,1997,22
306,Michael,Gough,1,326,Sleepy Hollow ,1999,11
115,Alexander,Gould,1,13,Finding Nemo ,2003,21
712,Elliott,Gould,1,80,Ocean's Eleven ,2001,36
1047,Harold,Gould,1,121,The Sting ,1973,25
1047,Harold,Gould,1,269,Freaky Friday ,2003,22
546,Heather,Graham,1,61,Austin Powers: The Spy Who Shagged Me ,1999,39
1073,Kyle,Graham,1,125,Scary Movie ,2000,20
2020,Lauren,Graham,1,257,The Pacifier ,2005,13
331,Kelsey,Grammer,1,38,Toy Story 2 ,1999,42
1777,Beth,Grant,1,222,Speed ,1994,36
1936,Hugh,Grant,1,245,Notting Hill ,1999,21
1363,Charles,Gray,1,160,The Rocky Horror Picture Show ,1975,6
940,Jason,Gray-Stanford,1,107,A Beautiful Mind ,2001,14
1651,Maria,Grazia Cucinotta,1,201,The World Is Not Enough ,1999,14
512,Seth,Green,1,57,Austin Powers in Goldmember ,2002,21
512,Seth,Green,1,61,Austin Powers: The Spy Who Shagged Me ,1999,39
512,Seth,Green,1,293,The Italian Job ,2003,16
682,Graham,Greene,1,77,Dances with Wolves ,1990,14
682,Graham,Greene,1,169,The Green Mile ,1999,13
682,Graham,Greene,1,318,Maverick ,1994,9
682,Graham,Greene,1,341,Die Hard: With a Vengeance ,1995,32
1810,Peter,Greene,1,228,The Mask ,1994,36
1235,Bruce,Greenwood,1,145,"I, Robot ",2004,32
1235,Bruce,Greenwood,1,242,Double Jeopardy ,1999,1
721,Judy,Greer,1,81,What Women Want ,2000,8
318,Jon,Gries,1,36,Men in Black ,1997,40
1325,Bob,Griffin,1,156,The Blair Witch Project ,1999,28
152,Richard,Griffiths,1,16,Harry Potter and the Sorcerer's Stone ,2001,15
152,Richard,Griffiths,1,30,Harry Potter and the Chamber of Secrets ,2002,18
152,Richard,Griffiths,1,37,Harry Potter and the Prisoner of Azkaban ,2004,22
152,Richard,Griffiths,1,326,Sleepy Hollow ,1999,11
1656,Rachel,Griffiths,1,202,My Best Friend's Wedding ,1997,41
210,Rupert,Grint,1,25,Harry Potter and the Goblet of Fire ,2005,24
210,Rupert,Grint,1,30,Harry Potter and the Chamber of Secrets ,2002,18
1132,Steven,Grives,1,133,Scooby-Doo ,2002,26
1228,Mary,Gross,1,144,The Santa Clause ,1994,14
1097,Ioan,Gruffudd,1,129,Fantastic Four ,2005,7
2352,Mark,Gruner,1,308,Jaws 2 ,1978,15
566,Castulo,Guerra,1,63,Terminator 2: Judgment Day ,1991,11
1305,Christopher,Guest,1,153,A Few Good Men ,1992,31
1593,Cary,Guffey,1,193,Close Encounters of the Third Kind ,1977,27
2033,Carla,Gugino,1,259,Spy Kids ,2001,7
2033,Carla,Gugino,1,264,Spy Kids 3-D: Game Over ,2003,16
895,Paul,Guilfoyle,1,102,Air Force One ,1997,31
142,Robert,Guillaume,1,15,The Lion King ,1994,28
17,Alec,Guinness,1,2,Star Wars ,1977,15
17,Alec,Guinness,1,24,Star Wars: Episode V - The Empire Strikes Back ,1980,19
17,Alec,Guinness,1,265,Doctor Zhivago ,1965,23
845,David,Gulpilil,1,96,Crocodile Dundee ,1986,16
726,Bob,Gunton,1,82,The Perfect Storm ,2000,31
726,Bob,Gunton,1,175,Patch Adams ,1998,17
726,Bob,Gunton,1,279,Ace Ventura: When Nature Calls ,1995,15
953,Steve,Guttenberg,1,109,Three Men and a Baby ,1987,19
1490,Luis,Guzmán,1,179,Anger Management ,2003,10
1084,Fred,Gwynne,1,126,Fatal Attraction ,1987,31
652,Jake,Gyllenhaal,1,74,The Day After Tomorrow ,2004,19
748,William,H. Macy,1,85,Jurassic Park III ,2001,28
748,William,H. Macy,1,102,Air Force One ,1997,31
2116,Buddy,Hackett,1,272,The Little Mermaid ,1989,38
1052,Gene,Hackman,1,122,The Firm ,1993,21
1052,Gene,Hackman,1,177,Superman ,1978,26
1052,Gene,Hackman,1,214,The Birdcage ,1996,22
1052,Gene,Hackman,1,266,Enemy of the State ,1998,41
1052,Gene,Hackman,1,281,Superman II ,1980,34
1052,Gene,Hackman,1,324,Unforgiven ,1992,25
2293,Thomas,Haden Church,1,299,George of the Jungle ,1997,22
2263,Kathryn,Hahn,1,295,How to Lose a Guy in 10 Days ,2003,29
1616,Yan,Hai,1,196,Wo hu cang long ,2000,12
1346,Jacob,Haines,1,158,Look Who's Talking ,1989,27
308,Jerry,Hall,1,35,Batman ,1989,18
1602,Arsenio,Hall,1,195,Coming to America ,1988,36
2222,William,Hall Jr.,1,290,Driving Miss Daisy ,1989,24
1331,Jackie,Hallex,1,156,The Blair Witch Project ,1999,28
13,Mark,Hamill,1,2,Star Wars ,1977,15
13,Mark,Hamill,1,19,Star Wars: Episode VI - Return of the Jedi ,1983,6
13,Mark,Hamill,1,24,Star Wars: Episode V - The Empire Strikes Back ,1980,19
283,Murray,Hamilton,1,33,Jaws ,1975,17
283,Murray,Hamilton,1,301,The Graduate ,1967,26
283,Murray,Hamilton,1,308,Jaws 2 ,1978,15
560,Linda,Hamilton,1,63,Terminator 2: Judgment Day ,1991,11
1772,Josh,Hamilton,1,221,The Bourne Identity ,2002,19
1081,Ellen,Hamilton Latzen,1,126,Fatal Attraction ,1987,31
1433,Evan,Handler,1,170,Ransom ,1996,26
448,Anne,Haney,1,50,Mrs. Doubtfire ,1993,27
448,Anne,Haney,1,83,Liar Liar ,1997,39
123,Tom,Hanks,1,14,Forrest Gump ,1994,27
